ID,VARIABLE,PARAMETER,VALUE,TIMESTAMP
79,USTAR_CUT,USTAR_PERCENTILE,58.75,-9999
79,USTAR_CUT,USTAR_THRESHOLD,0.0712429,-9999
80,USTAR_CUT,USTAR_PERCENTILE,61.25,-9999
80,USTAR_CUT,USTAR_THRESHOLD,0.07215,-9999
81,USTAR_CUT,USTAR_PERCENTILE,63.75,-9999
81,USTAR_CUT,USTAR_THRESHOLD,0.07335,-9999
82,USTAR_CUT,USTAR_PERCENTILE,66.25,-9999
82,USTAR_CUT,USTAR_THRESHOLD,0.0748143,-9999
83,USTAR_CUT,USTAR_PERCENTILE,68.75,-9999
83,USTAR_CUT,USTAR_THRESHOLD,0.0759222,-9999
84,USTAR_CUT,USTAR_PERCENTILE,71.25,-9999
84,USTAR_CUT,USTAR_THRESHOLD,0.0773571,-9999
85,USTAR_CUT,USTAR_PERCENTILE,73.75,-9999
85,USTAR_CUT,USTAR_THRESHOLD,0.0805567,-9999
86,USTAR_CUT,USTAR_PERCENTILE,76.25,-9999
86,USTAR_CUT,USTAR_THRESHOLD,0.0826,-9999
87,USTAR_CUT,USTAR_PERCENTILE,78.75,-9999
87,USTAR_CUT,USTAR_THRESHOLD,0.0864,-9999
88,USTAR_CUT,USTAR_PERCENTILE,81.25,-9999
88,USTAR_CUT,USTAR_THRESHOLD,0.08974,-9999
89,USTAR_CUT,USTAR_PERCENTILE,83.75,-9999
89,USTAR_CUT,USTAR_THRESHOLD,0.0918024,-9999
90,USTAR_CUT,USTAR_PERCENTILE,86.25,-9999
90,USTAR_CUT,USTAR_THRESHOLD,0.09467,-9999
91,USTAR_CUT,USTAR_PERCENTILE,88.75,-9999
91,USTAR_CUT,USTAR_THRESHOLD,0.0969074,-9999
92,USTAR_CUT,USTAR_PERCENTILE,91.25,-9999
92,USTAR_CUT,USTAR_THRESHOLD,0.106573,-9999
93,USTAR_CUT,USTAR_PERCENTILE,93.75,-9999
93,USTAR_CUT,USTAR_THRESHOLD,0.117343,-9999
94,USTAR_CUT,USTAR_PERCENTILE,96.25,-9999
94,USTAR_CUT,USTAR_THRESHOLD,0.125471,-9999
95,USTAR_CUT,USTAR_PERCENTILE,98.75,-9999
95,USTAR_CUT,USTAR_THRESHOLD,0.13475,-9999
96,USTAR_VUT,USTAR_PERCENTILE,1.25,2010
96,USTAR_VUT,USTAR_THRESHOLD,0.037725,2010
97,USTAR_VUT,USTAR_PERCENTILE,3.75,2010
97,USTAR_VUT,USTAR_THRESHOLD,0.0398125,2010
98,USTAR_VUT,USTAR_PERCENTILE,6.25,2010
98,USTAR_VUT,USTAR_THRESHOLD,0.0405361,2010
99,USTAR_VUT,USTAR_PERCENTILE,8.75,2010
99,USTAR_VUT,USTAR_THRESHOLD,0.0446143,2010
100,USTAR_VUT,USTAR_PERCENTILE,11.25,2010
100,USTAR_VUT,USTAR_THRESHOLD,0.0458667,2010
101,USTAR_VUT,USTAR_PERCENTILE,13.75,2010
101,USTAR_VUT,USTAR_THRESHOLD,0.054025,2010
102,USTAR_VUT,USTAR_PERCENTILE,16.25,2010
102,USTAR_VUT,USTAR_THRESHOLD,0.0571222,2010
103,USTAR_VUT,USTAR_PERCENTILE,18.75,2010
103,USTAR_VUT,USTAR_THRESHOLD,0.0625286,2010
104,USTAR_VUT,USTAR_PERCENTILE,21.25,2010
104,USTAR_VUT,USTAR_THRESHOLD,0.0643556,2010
105,USTAR_VUT,USTAR_PERCENTILE,23.75,2010
105,USTAR_VUT,USTAR_THRESHOLD,0.066125,2010
106,USTAR_VUT,USTAR_PERCENTILE,26.25,2010
106,USTAR_VUT,USTAR_THRESHOLD,0.0670875,2010
107,USTAR_VUT,USTAR_PERCENTILE,28.75,2010
107,USTAR_VUT,USTAR_THRESHOLD,0.067775,2010
108,USTAR_VUT,USTAR_PERCENTILE,31.25,2010
108,USTAR_VUT,USTAR_THRESHOLD,0.06829,2010
109,USTAR_VUT,USTAR_PERCENTILE,33.75,2010
109,USTAR_VUT,USTAR_THRESHOLD,0.0686364,2010
110,USTAR_VUT,USTAR_PERCENTILE,36.25,2010
110,USTAR_VUT,USTAR_THRESHOLD,0.069025,2010
111,USTAR_VUT,USTAR_PERCENTILE,38.75,2010
111,USTAR_VUT,USTAR_THRESHOLD,0.0693625,2010
112,USTAR_VUT,USTAR_PERCENTILE,41.25,2010
112,USTAR_VUT,USTAR_THRESHOLD,0.0696429,2010
113,USTAR_VUT,USTAR_PERCENTILE,43.75,2010
113,USTAR_VUT,USTAR_THRESHOLD,0.0701625,2010
114,USTAR_VUT,USTAR_PERCENTILE,46.25,2010
114,USTAR_VUT,USTAR_THRESHOLD,0.0708875,2010
115,USTAR_VUT,USTAR_PERCENTILE,48.75,2010
115,USTAR_VUT,USTAR_THRESHOLD,0.0717667,2010
116,USTAR_VUT,USTAR_PERCENTILE,50.00,2010
116,USTAR_VUT,USTAR_THRESHOLD,0.0718286,2010
117,USTAR_VUT,USTAR_PERCENTILE,51.25,2010
117,USTAR_VUT,USTAR_THRESHOLD,0.0719875,2010
118,USTAR_VUT,USTAR_PERCENTILE,53.75,2010
118,USTAR_VUT,USTAR_THRESHOLD,0.0724125,2010
119,USTAR_VUT,USTAR_PERCENTILE,56.25,2010
119,USTAR_VUT,USTAR_THRESHOLD,0.0731148,2010
120,USTAR_VUT,USTAR_PERCENTILE,58.75,2010
120,USTAR_VUT,USTAR_THRESHOLD,0.07438,2010
121,USTAR_VUT,USTAR_PERCENTILE,61.25,2010
121,USTAR_VUT,USTAR_THRESHOLD,0.0755625,2010
122,USTAR_VUT,USTAR_PERCENTILE,63.75,2010
122,USTAR_VUT,USTAR_THRESHOLD,0.07576,2010
123,USTAR_VUT,USTAR_PERCENTILE,66.25,2010
123,USTAR_VUT,USTAR_THRESHOLD,0.0759222,2010
124,USTAR_VUT,USTAR_PERCENTILE,68.75,2010
124,USTAR_VUT,USTAR_THRESHOLD,0.0786625,2010
125,USTAR_VUT,USTAR_PERCENTILE,71.25,2010
125,USTAR_VUT,USTAR_THRESHOLD,0.0847692,2010
126,USTAR_VUT,USTAR_PERCENTILE,73.75,2010
126,USTAR_VUT,USTAR_THRESHOLD,0.0896273,2010
127,USTAR_VUT,USTAR_PERCENTILE,76.25,2010
127,USTAR_VUT,USTAR_THRESHOLD,0.0908714,2010
128,USTAR_VUT,USTAR_PERCENTILE,78.75,2010
128,USTAR_VUT,USTAR_THRESHOLD,0.0924444,2010
129,USTAR_VUT,USTAR_PERCENTILE,81.25,2010
129,USTAR_VUT,USTAR_THRESHOLD,0.0939,2010
130,USTAR_VUT,USTAR_PERCENTILE,83.75,2010
130,USTAR_VUT,USTAR_THRESHOLD,0.09467,2010
131,USTAR_VUT,USTAR_PERCENTILE,86.25,2010
131,USTAR_VUT,USTAR_THRESHOLD,0.0949556,2010
132,USTAR_VUT,USTAR_PERCENTILE,88.75,2010
132,USTAR_VUT,USTAR_THRESHOLD,0.09652,2010
133,USTAR_VUT,USTAR_PERCENTILE,91.25,2010
133,USTAR_VUT,USTAR_THRESHOLD,0.100374,2010
134,USTAR_VUT,USTAR_PERCENTILE,93.75,2010
134,USTAR_VUT,USTAR_THRESHOLD,0.104458,2010
135,USTAR_VUT,USTAR_PERCENTILE,96.25,2010
135,USTAR_VUT,USTAR_THRESHOLD,0.106573,2010
136,USTAR_VUT,USTAR_PERCENTILE,98.75,2010
136,USTAR_VUT,USTAR_THRESHOLD,0.116769,2010
137,USTAR_VUT,USTAR_PERCENTILE,1.25,2011
137,USTAR_VUT,USTAR_THRESHOLD,0.03975,2011
138,USTAR_VUT,USTAR_PERCENTILE,3.75,2011
138,USTAR_VUT,USTAR_THRESHOLD,0.0417444,2011
139,USTAR_VUT,USTAR_PERCENTILE,6.25,2011
139,USTAR_VUT,USTAR_THRESHOLD,0.0482625,2011
140,USTAR_VUT,USTAR_PERCENTILE,8.75,2011
140,USTAR_VUT,USTAR_THRESHOLD,0.0546143,2011
141,USTAR_VUT,USTAR_PERCENTILE,11.25,2011
141,USTAR_VUT,USTAR_THRESHOLD,0.055925,2011
142,USTAR_VUT,USTAR_PERCENTILE,13.75,2011
142,USTAR_VUT,USTAR_THRESHOLD,0.05732,2011
143,USTAR_VUT,USTAR_PERCENTILE,16.25,2011
143,USTAR_VUT,USTAR_THRESHOLD,0.0606,2011
144,USTAR_VUT,USTAR_PERCENTILE,18.75,2011
144,USTAR_VUT,USTAR_THRESHOLD,0.0623375,2011
145,USTAR_VUT,USTAR_PERCENTILE,21.25,2011
145,USTAR_VUT,USTAR_THRESHOLD,0.0635,2011
146,USTAR_VUT,USTAR_PERCENTILE,23.75,2011
146,USTAR_VUT,USTAR_THRESHOLD,0.06566,2011
147,USTAR_VUT,USTAR_PERCENTILE,26.25,2011
147,USTAR_VUT,USTAR_THRESHOLD,0.0670833,2011
148,USTAR_VUT,USTAR_PERCENTILE,28.75,2011
148,USTAR_VUT,USTAR_THRESHOLD,0.0674429,2011
149,USTAR_VUT,USTAR_PERCENTILE,31.25,2011
149,USTAR_VUT,USTAR_THRESHOLD,0.06858,2011
150,USTAR_VUT,USTAR_PERCENTILE,33.75,2011
150,USTAR_VUT,USTAR_THRESHOLD,0.069025,2011
151,USTAR_VUT,USTAR_PERCENTILE,36.25,2011
151,USTAR_VUT,USTAR_THRESHOLD,0.0696429,2011
152,USTAR_VUT,USTAR_PERCENTILE,38.75,2011
152,USTAR_VUT,USTAR_THRESHOLD,0.0708875,2011
153,USTAR_VUT,USTAR_PERCENTILE,41.25,2011
153,USTAR_VUT,USTAR_THRESHOLD,0.0717667,2011
154,USTAR_VUT,USTAR_PERCENTILE,43.75,2011
154,USTAR_VUT,USTAR_THRESHOLD,0.07228,2011
155,USTAR_VUT,USTAR_PERCENTILE,46.25,2011
155,USTAR_VUT,USTAR_THRESHOLD,0.0731148,2011
156,USTAR_VUT,USTAR_PERCENTILE,48.75,2011
156,USTAR_VUT,USTAR_THRESHOLD,0.0739,2011
157,USTAR_VUT,USTAR_PERCENTILE,50.00,2011
157,USTAR_VUT,USTAR_THRESHOLD,0.0745,2011
158,USTAR_VUT,USTAR_PERCENTILE,51.25,2011
158,USTAR_VUT,USTAR_THRESHOLD,0.0752,2011
159,USTAR_VUT,USTAR_PERCENTILE,53.75,2011
159,USTAR_VUT,USTAR_THRESHOLD,0.07576,2011
160,USTAR_VUT,USTAR_PERCENTILE,56.25,2011
160,USTAR_VUT,USTAR_THRESHOLD,0.0761,2011
161,USTAR_VUT,USTAR_PERCENTILE,58.75,2011
161,USTAR_VUT,USTAR_THRESHOLD,0.078675,2011
162,USTAR_VUT,USTAR_PERCENTILE,61.25,2011
162,USTAR_VUT,USTAR_THRESHOLD,0.08155,2011
163,USTAR_VUT,USTAR_PERCENTILE,63.75,2011
163,USTAR_VUT,USTAR_THRESHOLD,0.0849667,2011
164,USTAR_VUT,USTAR_PERCENTILE,66.25,2011
164,USTAR_VUT,USTAR_THRESHOLD,0.0896273,2011
165,USTAR_VUT,USTAR_PERCENTILE,68.75,2011
165,USTAR_VUT,USTAR_THRESHOLD,0.0907875,2011
166,USTAR_VUT,USTAR_PERCENTILE,71.25,2011
166,USTAR_VUT,USTAR_THRESHOLD,0.0924444,2011
167,USTAR_VUT,USTAR_PERCENTILE,73.75,2011
167,USTAR_VUT,USTAR_THRESHOLD,0.0945333,2011
168,USTAR_VUT,USTAR_PERCENTILE,76.25,2011
168,USTAR_VUT,USTAR_THRESHOLD,0.0948125,2011
169,USTAR_VUT,USTAR_PERCENTILE,78.75,2011
169,USTAR_VUT,USTAR_THRESHOLD,0.0963088,2011
170,USTAR_VUT,USTAR_PERCENTILE,81.25,2011
170,USTAR_VUT,USTAR_THRESHOLD,0.100374,2011
171,USTAR_VUT,USTAR_PERCENTILE,83.75,2011
171,USTAR_VUT,USTAR_THRESHOLD,0.104458,2011
172,USTAR_VUT,USTAR_PERCENTILE,86.25,2011
172,USTAR_VUT,USTAR_THRESHOLD,0.108446,2011
173,USTAR_VUT,USTAR_PERCENTILE,88.75,2011
173,USTAR_VUT,USTAR_THRESHOLD,0.115978,2011
174,USTAR_VUT,USTAR_PERCENTILE,91.25,2011
174,USTAR_VUT,USTAR_THRESHOLD,0.122571,2011
175,USTAR_VUT,USTAR_PERCENTILE,93.75,2011
175,USTAR_VUT,USTAR_THRESHOLD,0.125066,2011
176,USTAR_VUT,USTAR_PERCENTILE,96.25,2011
176,USTAR_VUT,USTAR_THRESHOLD,0.130459,2011
177,USTAR_VUT,USTAR_PERCENTILE,98.75,2011
177,USTAR_VUT,USTAR_THRESHOLD,0.143097,2011
178,USTAR_VUT,USTAR_PERCENTILE,1.25,2012
178,USTAR_VUT,USTAR_THRESHOLD,0.0381125,2012
179,USTAR_VUT,USTAR_PERCENTILE,3.75,2012
179,USTAR_VUT,USTAR_THRESHOLD,0.0417444,2012
180,USTAR_VUT,USTAR_PERCENTILE,6.25,2012
180,USTAR_VUT,USTAR_THRESHOLD,0.0470167,2012
181,USTAR_VUT,USTAR_PERCENTILE,8.75,2012
181,USTAR_VUT,USTAR_THRESHOLD,0.0511667,2012
182,USTAR_VUT,USTAR_PERCENTILE,11.25,2012
182,USTAR_VUT,USTAR_THRESHOLD,0.054565,2012
183,USTAR_VUT,USTAR_PERCENTILE,13.75,2012
183,USTAR_VUT,USTAR_THRESHOLD,0.055925,2012
184,USTAR_VUT,USTAR_PERCENTILE,16.25,2012
184,USTAR_VUT,USTAR_THRESHOLD,0.0568571,2012
185,USTAR_VUT,USTAR_PERCENTILE,18.75,2012
185,USTAR_VUT,USTAR_THRESHOLD,0.0592,2012
186,USTAR_VUT,USTAR_PERCENTILE,21.25,2012
186,USTAR_VUT,USTAR_THRESHOLD,0.0610542,2012
187,USTAR_VUT,USTAR_PERCENTILE,23.75,2012
187,USTAR_VUT,USTAR_THRESHOLD,0.0622,2012
188,USTAR_VUT,USTAR_PERCENTILE,26.25,2012
188,USTAR_VUT,USTAR_THRESHOLD,0.06296,2012
189,USTAR_VUT,USTAR_PERCENTILE,28.75,2012
189,USTAR_VUT,USTAR_THRESHOLD,0.0635,2012
190,USTAR_VUT,USTAR_PERCENTILE,31.25,2012
190,USTAR_VUT,USTAR_THRESHOLD,0.065,2012
191,USTAR_VUT,USTAR_PERCENTILE,33.75,2012
191,USTAR_VUT,USTAR_THRESHOLD,0.0658,2012
192,USTAR_VUT,USTAR_PERCENTILE,36.25,2012
192,USTAR_VUT,USTAR_THRESHOLD,0.0664,2012
193,USTAR_VUT,USTAR_PERCENTILE,38.75,2012
193,USTAR_VUT,USTAR_THRESHOLD,0.0671333,2012
194,USTAR_VUT,USTAR_PERCENTILE,41.25,2012
194,USTAR_VUT,USTAR_THRESHOLD,0.0677333,2012
195,USTAR_VUT,USTAR_PERCENTILE,43.75,2012
195,USTAR_VUT,USTAR_THRESHOLD,0.06856,2012
196,USTAR_VUT,USTAR_PERCENTILE,46.25,2012
196,USTAR_VUT,USTAR_THRESHOLD,0.0690333,2012
197,USTAR_VUT,USTAR_PERCENTILE,48.75,2012
197,USTAR_VUT,USTAR_THRESHOLD,0.0697,2012
198,USTAR_VUT,USTAR_PERCENTILE,50.00,2012
198,USTAR_VUT,USTAR_THRESHOLD,0.0703143,2012
199,USTAR_VUT,USTAR_PERCENTILE,51.25,2012
199,USTAR_VUT,USTAR_THRESHOLD,0.0709125,2012
200,USTAR_VUT,USTAR_PERCENTILE,53.75,2012
200,USTAR_VUT,USTAR_THRESHOLD,0.0714333,2012
201,USTAR_VUT,USTAR_PERCENTILE,56.25,2012
201,USTAR_VUT,USTAR_THRESHOLD,0.0722571,2012
202,USTAR_VUT,USTAR_PERCENTILE,58.75,2012
202,USTAR_VUT,USTAR_THRESHOLD,0.07335,2012
203,USTAR_VUT,USTAR_PERCENTILE,61.25,2012
203,USTAR_VUT,USTAR_THRESHOLD,0.0745,2012
204,USTAR_VUT,USTAR_PERCENTILE,63.75,2012
204,USTAR_VUT,USTAR_THRESHOLD,0.0756875,2012
205,USTAR_VUT,USTAR_PERCENTILE,66.25,2012
205,USTAR_VUT,USTAR_THRESHOLD,0.0763533,2012
206,USTAR_VUT,USTAR_PERCENTILE,68.75,2012
206,USTAR_VUT,USTAR_THRESHOLD,0.0786625,2012
207,USTAR_VUT,USTAR_PERCENTILE,71.25,2012
207,USTAR_VUT,USTAR_THRESHOLD,0.08186,2012
208,USTAR_VUT,USTAR_PERCENTILE,73.75,2012
208,USTAR_VUT,USTAR_THRESHOLD,0.0851007,2012
209,USTAR_VUT,USTAR_PERCENTILE,76.25,2012
209,USTAR_VUT,USTAR_THRESHOLD,0.0896273,2012
210,USTAR_VUT,USTAR_PERCENTILE,78.75,2012
210,USTAR_VUT,USTAR_THRESHOLD,0.0908714,2012
211,USTAR_VUT,USTAR_PERCENTILE,81.25,2012
211,USTAR_VUT,USTAR_THRESHOLD,0.0945125,2012
212,USTAR_VUT,USTAR_PERCENTILE,83.75,2012
212,USTAR_VUT,USTAR_THRESHOLD,0.0948125,2012
213,USTAR_VUT,USTAR_PERCENTILE,86.25,2012
213,USTAR_VUT,USTAR_THRESHOLD,0.0969074,2012
214,USTAR_VUT,USTAR_PERCENTILE,88.75,2012
214,USTAR_VUT,USTAR_THRESHOLD,0.10347,2012
215,USTAR_VUT,USTAR_PERCENTILE,91.25,2012
215,USTAR_VUT,USTAR_THRESHOLD,0.109283,2012
216,USTAR_VUT,USTAR_PERCENTILE,93.75,2012
216,USTAR_VUT,USTAR_THRESHOLD,0.122253,2012
217,USTAR_VUT,USTAR_PERCENTILE,96.25,2012
217,USTAR_VUT,USTAR_THRESHOLD,0.125471,2012
218,USTAR_VUT,USTAR_PERCENTILE,98.75,2012
218,USTAR_VUT,USTAR_THRESHOLD,0.13475,2012
219,USTAR_VUT,USTAR_PERCENTILE,1.25,2013
219,USTAR_VUT,USTAR_THRESHOLD,0.0366,2013
220,USTAR_VUT,USTAR_PERCENTILE,3.75,2013
220,USTAR_VUT,USTAR_THRESHOLD,0.0418571,2013
221,USTAR_VUT,USTAR_PERCENTILE,6.25,2013
221,USTAR_VUT,USTAR_THRESHOLD,0.0463857,2013
222,USTAR_VUT,USTAR_PERCENTILE,8.75,2013
222,USTAR_VUT,USTAR_THRESHOLD,0.0491889,2013
223,USTAR_VUT,USTAR_PERCENTILE,11.25,2013
223,USTAR_VUT,USTAR_THRESHOLD,0.05215,2013
224,USTAR_VUT,USTAR_PERCENTILE,13.75,2013
224,USTAR_VUT,USTAR_THRESHOLD,0.05352,2013
225,USTAR_VUT,USTAR_PERCENTILE,16.25,2013
225,USTAR_VUT,USTAR_THRESHOLD,0.0547,2013
226,USTAR_VUT,USTAR_PERCENTILE,18.75,2013
226,USTAR_VUT,USTAR_THRESHOLD,0.055925,2013
227,USTAR_VUT,USTAR_PERCENTILE,21.25,2013
227,USTAR_VUT,USTAR_THRESHOLD,0.0565,2013
228,USTAR_VUT,USTAR_PERCENTILE,23.75,2013
228,USTAR_VUT,USTAR_THRESHOLD,0.0569143,2013
229,USTAR_VUT,USTAR_PERCENTILE,26.25,2013
229,USTAR_VUT,USTAR_THRESHOLD,0.05792,2013
230,USTAR_VUT,USTAR_PERCENTILE,28.75,2013
230,USTAR_VUT,USTAR_THRESHOLD,0.0595,2013
231,USTAR_VUT,USTAR_PERCENTILE,31.25,2013
231,USTAR_VUT,USTAR_THRESHOLD,0.06105,2013
232,USTAR_VUT,USTAR_PERCENTILE,33.75,2013
232,USTAR_VUT,USTAR_THRESHOLD,0.0617875,2013
233,USTAR_VUT,USTAR_PERCENTILE,36.25,2013
233,USTAR_VUT,USTAR_THRESHOLD,0.0624,2013
234,USTAR_VUT,USTAR_PERCENTILE,38.75,2013
234,USTAR_VUT,USTAR_THRESHOLD,0.0630268,2013
235,USTAR_VUT,USTAR_PERCENTILE,41.25,2013
235,USTAR_VUT,USTAR_THRESHOLD,0.0637286,2013
236,USTAR_VUT,USTAR_PERCENTILE,43.75,2013
236,USTAR_VUT,USTAR_THRESHOLD,0.0647,2013
237,USTAR_VUT,USTAR_PERCENTILE,46.25,2013
237,USTAR_VUT,USTAR_THRESHOLD,0.0655429,2013
238,USTAR_VUT,USTAR_PERCENTILE,48.75,2013
238,USTAR_VUT,USTAR_THRESHOLD,0.0660333,2013
239,USTAR_VUT,USTAR_PERCENTILE,50.00,2013
239,USTAR_VUT,USTAR_THRESHOLD,0.0663889,2013
240,USTAR_VUT,USTAR_PERCENTILE,51.25,2013
240,USTAR_VUT,USTAR_THRESHOLD,0.0668313,2013
241,USTAR_VUT,USTAR_PERCENTILE,53.75,2013
241,USTAR_VUT,USTAR_THRESHOLD,0.0672143,2013
242,USTAR_VUT,USTAR_PERCENTILE,56.25,2013
242,USTAR_VUT,USTAR_THRESHOLD,0.06856,2013
243,USTAR_VUT,USTAR_PERCENTILE,58.75,2013
243,USTAR_VUT,USTAR_THRESHOLD,0.0696071,2013
244,USTAR_VUT,USTAR_PERCENTILE,61.25,2013
244,USTAR_VUT,USTAR_THRESHOLD,0.0709625,2013
245,USTAR_VUT,USTAR_PERCENTILE,63.75,2013
245,USTAR_VUT,USTAR_THRESHOLD,0.07175,2013
246,USTAR_VUT,USTAR_PERCENTILE,66.25,2013
246,USTAR_VUT,USTAR_THRESHOLD,0.07335,2013
247,USTAR_VUT,USTAR_PERCENTILE,68.75,2013
247,USTAR_VUT,USTAR_THRESHOLD,0.0748143,2013
248,USTAR_VUT,USTAR_PERCENTILE,71.25,2013
248,USTAR_VUT,USTAR_THRESHOLD,0.0769833,2013
249,USTAR_VUT,USTAR_PERCENTILE,73.75,2013
249,USTAR_VUT,USTAR_THRESHOLD,0.0795203,2013
250,USTAR_VUT,USTAR_PERCENTILE,76.25,2013
250,USTAR_VUT,USTAR_THRESHOLD,0.08112,2013
251,USTAR_VUT,USTAR_PERCENTILE,78.75,2013
251,USTAR_VUT,USTAR_THRESHOLD,0.0832714,2013
252,USTAR_VUT,USTAR_PERCENTILE,81.25,2013
252,USTAR_VUT,USTAR_THRESHOLD,0.0864182,2013
253,USTAR_VUT,USTAR_PERCENTILE,83.75,2013
253,USTAR_VUT,USTAR_THRESHOLD,0.08974,2013
254,USTAR_VUT,USTAR_PERCENTILE,86.25,2013
254,USTAR_VUT,USTAR_THRESHOLD,0.0945333,2013
255,USTAR_VUT,USTAR_PERCENTILE,88.75,2013
255,USTAR_VUT,USTAR_THRESHOLD,0.0988076,2013
256,USTAR_VUT,USTAR_PERCENTILE,91.25,2013
256,USTAR_VUT,USTAR_THRESHOLD,0.115482,2013
257,USTAR_VUT,USTAR_PERCENTILE,93.75,2013
257,USTAR_VUT,USTAR_THRESHOLD,0.123532,2013
258,USTAR_VUT,USTAR_PERCENTILE,96.25,2013
258,USTAR_VUT,USTAR_THRESHOLD,0.12719,2013
259,USTAR_VUT,USTAR_PERCENTILE,98.75,2013
259,USTAR_VUT,USTAR_THRESHOLD,0.14052,2013
260,USTAR_VUT,USTAR_PERCENTILE,1.25,2014
260,USTAR_VUT,USTAR_THRESHOLD,0.03548,2014
261,USTAR_VUT,USTAR_PERCENTILE,3.75,2014
261,USTAR_VUT,USTAR_THRESHOLD,0.0388,2014
262,USTAR_VUT,USTAR_PERCENTILE,6.25,2014
262,USTAR_VUT,USTAR_THRESHOLD,0.0442667,2014
263,USTAR_VUT,USTAR_PERCENTILE,8.75,2014
263,USTAR_VUT,USTAR_THRESHOLD,0.0463857,2014
264,USTAR_VUT,USTAR_PERCENTILE,11.25,2014
264,USTAR_VUT,USTAR_THRESHOLD,0.0488545,2014
265,USTAR_VUT,USTAR_PERCENTILE,13.75,2014
265,USTAR_VUT,USTAR_THRESHOLD,0.0511095,2014
266,USTAR_VUT,USTAR_PERCENTILE,16.25,2014
266,USTAR_VUT,USTAR_THRESHOLD,0.0522571,2014
267,USTAR_VUT,USTAR_PERCENTILE,18.75,2014
267,USTAR_VUT,USTAR_THRESHOLD,0.053025,2014
268,USTAR_VUT,USTAR_PERCENTILE,21.25,2014
268,USTAR_VUT,USTAR_THRESHOLD,0.0546,2014
269,USTAR_VUT,USTAR_PERCENTILE,23.75,2014
269,USTAR_VUT,USTAR_THRESHOLD,0.0559667,2014
270,USTAR_VUT,USTAR_PERCENTILE,26.25,2014
270,USTAR_VUT,USTAR_THRESHOLD,0.0564033,2014
271,USTAR_VUT,USTAR_PERCENTILE,28.75,2014
271,USTAR_VUT,USTAR_THRESHOLD,0.0567556,2014
272,USTAR_VUT,USTAR_PERCENTILE,31.25,2014
272,USTAR_VUT,USTAR_THRESHOLD,0.0575556,2014
273,USTAR_VUT,USTAR_PERCENTILE,33.75,2014
273,USTAR_VUT,USTAR_THRESHOLD,0.0580653,2014
274,USTAR_VUT,USTAR_PERCENTILE,36.25,2014
274,USTAR_VUT,USTAR_THRESHOLD,0.0594286,2014
275,USTAR_VUT,USTAR_PERCENTILE,38.75,2014
275,USTAR_VUT,USTAR_THRESHOLD,0.0609143,2014
276,USTAR_VUT,USTAR_PERCENTILE,41.25,2014
276,USTAR_VUT,USTAR_THRESHOLD,0.0613125,2014
277,USTAR_VUT,USTAR_PERCENTILE,43.75,2014
277,USTAR_VUT,USTAR_THRESHOLD,0.06226,2014
278,USTAR_VUT,USTAR_PERCENTILE,46.25,2014
278,USTAR_VUT,USTAR_THRESHOLD,0.0629125,2014
279,USTAR_VUT,USTAR_PERCENTILE,48.75,2014
279,USTAR_VUT,USTAR_THRESHOLD,0.0633714,2014
280,USTAR_VUT,USTAR_PERCENTILE,50.00,2014
280,USTAR_VUT,USTAR_THRESHOLD,0.0635125,2014
281,USTAR_VUT,USTAR_PERCENTILE,51.25,2014
281,USTAR_VUT,USTAR_THRESHOLD,0.06375,2014
282,USTAR_VUT,USTAR_PERCENTILE,53.75,2014
282,USTAR_VUT,USTAR_THRESHOLD,0.0647,2014
283,USTAR_VUT,USTAR_PERCENTILE,56.25,2014
283,USTAR_VUT,USTAR_THRESHOLD,0.0653,2014
284,USTAR_VUT,USTAR_PERCENTILE,58.75,2014
284,USTAR_VUT,USTAR_THRESHOLD,0.066,2014
285,USTAR_VUT,USTAR_PERCENTILE,61.25,2014
285,USTAR_VUT,USTAR_THRESHOLD,0.0663889,2014
286,USTAR_VUT,USTAR_PERCENTILE,63.75,2014
286,USTAR_VUT,USTAR_THRESHOLD,0.0668313,2014
287,USTAR_VUT,USTAR_PERCENTILE,66.25,2014
287,USTAR_VUT,USTAR_THRESHOLD,0.0672143,2014
288,USTAR_VUT,USTAR_PERCENTILE,68.75,2014
288,USTAR_VUT,USTAR_THRESHOLD,0.0683333,2014
289,USTAR_VUT,USTAR_PERCENTILE,71.25,2014
289,USTAR_VUT,USTAR_THRESHOLD,0.0693625,2014
290,USTAR_VUT,USTAR_PERCENTILE,73.75,2014
290,USTAR_VUT,USTAR_THRESHOLD,0.0705,2014
291,USTAR_VUT,USTAR_PERCENTILE,76.25,2014
291,USTAR_VUT,USTAR_THRESHOLD,0.0711167,2014
292,USTAR_VUT,USTAR_PERCENTILE,78.75,2014
292,USTAR_VUT,USTAR_THRESHOLD,0.0718,2014
293,USTAR_VUT,USTAR_PERCENTILE,81.25,2014
293,USTAR_VUT,USTAR_THRESHOLD,0.0734857,2014
294,USTAR_VUT,USTAR_PERCENTILE,83.75,2014
294,USTAR_VUT,USTAR_THRESHOLD,0.0769857,2014
295,USTAR_VUT,USTAR_PERCENTILE,86.25,2014
295,USTAR_VUT,USTAR_THRESHOLD,0.079575,2014
296,USTAR_VUT,USTAR_PERCENTILE,88.75,2014
296,USTAR_VUT,USTAR_THRESHOLD,0.08115,2014
297,USTAR_VUT,USTAR_PERCENTILE,91.25,2014
297,USTAR_VUT,USTAR_THRESHOLD,0.0856286,2014
